ITEM   	 LEN_P 	 LEN_L 	   N   	   PN   	  AOA  	  AOA2  	  IMG  	  IMG2  	
retainer	   7	   8	   2	   1	-1	-1	-1	-1	
retainers	   7	   9	   1	   1	-1	-1	-1	-1	
retardant	   -  	   9	   0		-1	-1	-1	-1	
retention	   7	   9	   1	   2	 592	-1	 316	-1	
reticence	   8	   9	   0	   1	-1	-1	-1	-1	
retina	   6	   6	   0	   0	-1	-1	-1	-1	
retiree	   -  	   7	   2		-1	-1	-1	-1	
retirees	   -  	   8	   0		-1	-1	-1	-1	
retraction	   8	  10	   0	   0	-1	-1	-1	-1	
retraining	   -  	  10	   1		-1	-1	-1	-1	
retrial	   -  	   7	   0		-1	-1	-1	-1	
retrieval	   7	   9	   0	   0	-1	-1	-1	-1	
retriever	   -  	   9	   1		-1	-1	-1	-1	
retrievers	   -  	  10	   0		-1	-1	-1	-1	
retrospect	  10	  10	   0	   0	-1	-1	-1	-1	
returnee	   -  	   8	   1		-1	-1	-1	-1	
returnees	   -  	   9	   0		-1	-1	-1	-1	
reunions	   9	   8	   0	   1	-1	-1	-1	-1	
rev	   8	   3	   4	   2	-1	 555	-1	 398	
revelers	   -  	   8	   0		-1	-1	-1	-1	
revellers	   -  	   9	   1		-1	-1	-1	-1	
revelry	   6	   7	   0	   2	-1	-1	-1	-1	
revenue	   7	   7	   1	   1	 569	-1	 330	-1	
revenues	   8	   8	   0	   1	-1	-1	-1	-1	
reverence	   8	   9	   1	   3	-1	-1	-1	-1	
reverie	   6	   7	   1	   1	-1	-1	-1	-1	
reveries	   7	   8	   1	   1	-1	-1	-1	-1	
reversal	   6	   8	   0	   2	-1	-1	-1	-1	
reversals	   7	   9	   0	   3	-1	-1	-1	-1	
reversion	   6	   9	   0	   0	-1	-1	-1	-1	
reviewer	   7	   8	   1	   1	-1	-1	-1	-1	
reviewers	   7	   9	   0	   1	-1	-1	-1	-1	
revision	   6	   8	   0	   2	-1	-1	-1	-1	
revisions	   7	   9	   0	   2	-1	-1	-1	-1	
revival	   6	   7	   0	   1	-1	-1	-1	-1	
revivals	   7	   8	   0	   1	-1	-1	-1	-1	
revolver	   8	   8	   2	   1	-1	-1	 629	-1	
revolvers	   8	   9	   0	   1	-1	-1	-1	-1	
revs	   -  	   4	   2		-1	-1	-1	-1	
revulsion	   7	   9	   1	   1	-1	-1	-1	-1	
rezoning	   -  	   8	   0		-1	-1	-1	-1	
rhetoric	   7	   8	   0	   0	-1	-1	-1	-1	
rho	   -  	   3	   1		-1	-1	-1	-1	
ribaldry	   -  	   8	   0		-1	-1	-1	-1	
ries	   -  	   4	   8		-1	-1	-1	-1	
riflery	   -  	   7	   0		-1	-1	-1	-1	
rift	   4	   4	   6	  13	-1	-1	-1	-1	
rifts	   5	   5	   4	   8	-1	-1	-1	-1	
rims	   4	   4	   5	  10	-1	-1	-1	-1	
rind	   4	   4	   9	  18	-1	-1	-1	-1	
rinds	   5	   5	   8	  10	-1	-1	-1	-1	
ringe	   -  	   5	   7		-1	-1	-1	-1	
ringmaster	   -  	  10	   0		-1	-1	-1	-1	
rinks	   -  	   5	  11		-1	-1	-1	-1	
risotto	   -  	   7	   0		-1	-1	-1	-1	
rite	   3	   4	  12	  29	-1	-1	 353	-1	
rites	   4	   5	   8	  19	-1	-1	-1	-1	
rituals	   6	   7	   0	   1	-1	-1	-1	-1	
rivalries	   7	   9	   0	   1	-1	-1	-1	-1	
rivalry	   6	   7	   0	   2	-1	-1	-1	-1	
riverbed	   7	   8	   0	   0	-1	-1	-1	-1	
riverboats	   -  	  10	   0		-1	-1	-1	-1	
roads	   4	   5	   5	  16	-1	-1	-1	-1	
robberies	   7	   9	   0	   1	-1	-1	-1	-1	
robe	   3	   4	   8	  20	 359	-1	 566	-1	
robes	   4	   5	   5	  11	-1	-1	-1	-1	
rocketry	   -  	   8	   0		-1	-1	-1	-1	
rods	   4	   4	  10	  14	-1	-1	-1	-1	
rogues	   4	   6	   0	   9	-1	-1	-1	-1	
role	   3	   4	  14	  31	-1	-1	 385	-1	
roles	   4	   5	  11	  21	-1	-1	-1	-1	
rollover	   -  	   8	   0		-1	-1	-1	-1	
romantics	   9	   9	   0	   1	-1	-1	-1	-1	
romeos	   -  	   6	   0		-1	-1	-1	-1	
rood	   3	   4	  10	  26	-1	-1	-1	-1	
roofs	   4	   5	   4	   7	-1	-1	-1	-1	
rosaries	   -  	   8	   0		-1	-1	-1	-1	
rosary	   6	   6	   1	   1	-1	-1	-1	-1	
rotation	   6	   8	   1	   2	 494	-1	 448	-1	
rotations	   7	   9	   1	   2	-1	-1	-1	-1	
rote	   3	   4	  15	  26	-1	-1	-1	-1	
routes	   4	   6	   2	  15	-1	-1	-1	-1	
roux	   2	   4	   1	  29	-1	-1	-1	-1	
royalist	   7	   8	   1	   1	-1	-1	-1	-1	
royalties	   7	   9	   1	   2	-1	-1	-1	-1	
royalty	   6	   7	   2	   2	-1	 389	-1	 596	
rpm	   -  	   3	   3		-1	-1	-1	-1	
rubicon	   -  	   7	   0		-1	-1	-1	-1	
rucks	   4	   5	   8	  16	-1	-1	-1	-1	
rudiment	   -  	   8	   0		-1	-1	-1	-1	
rudiments	   8	   9	   0	   0	-1	-1	-1	-1	
ruff	   3	   4	   6	  21	-1	-1	-1	-1	
rug	   3	   3	  16	  24	 233	-1	 591	-1	
rumblings	   8	   9	   1	   1	-1	-1	-1	-1	
rump	   4	   4	   8	  11	-1	-1	-1	-1	
rums	   -  	   4	  12		-1	-1	-1	-1	
runabout	   -  	   8	   0		-1	-1	-1	-1	
runaways	   7	   8	   0	   1	-1	-1	-1	-1	
rungs	   4	   5	   2	   9	-1	-1	-1	-1	
ruse	   3	   4	   9	  29	-1	-1	-1	-1	
ruts	   4	   4	  11	  16	-1	-1	-1	-1	
saboteur	   7	   8	   0	   1	-1	-1	-1	-1	
saboteurs	   7	   9	   0	   1	-1	-1	-1	-1	
sac	   3	   3	  10	  29	-1	-1	-1	-1	
saccharin	   7	   9	   0	   1	-1	-1	-1	-1	
sacrament	   9	   9	   0	   1	-1	-1	-1	-1	
sacraments	  10	  10	   0	   2	-1	-1	-1	-1	
sacredness	   9	  10	   0	   0	-1	-1	-1	-1	
sacrilege	   8	   9	   0	   0	-1	-1	-1	-1	
sacs	   4	   4	   6	  22	-1	-1	-1	-1	
saddlebags	   -  	  10	   0		-1	-1	-1	-1	
saddler	   -  	   7	   2		-1	-1	-1	-1	
sadism	   7	   6	   1	   0	-1	-1	-1	-1	
safari	   6	   6	   0	   0	-1	-1	-1	-1	
safaris	   -  	   7	   0		-1	-1	-1	-1	
safes	   4	   5	   5	   2	-1	-1	-1	-1	
sagittal	   -  	   8	   0		-1	-1	-1	-1	
sake	   4	   4	  15	   4	-1	-1	-1	-1	
sakes	   -  	   5	  11		-1	-1	-1	-1	
salamis	   -  	   7	   0		-1	-1	-1	-1	
salaries	   7	   8	   1	   4	-1	-1	-1	-1	
salary	   6	   6	   0	   5	 558	-1	 452	-1	
sales	   4	   5	  12	  25	-1	-1	-1	-1	
saleswoman	   -  	  10	   0		-1	-1	-1	-1	
saleswomen	   -  	  10	   0		-1	-1	-1	-1	
saliva	   6	   6	   0	   0	-1	-1	-1	-1	
salomon	   -  	   7	   0		-1	-1	-1	-1	
salts	   5	   5	   3	   5	-1	-1	-1	-1	
salvagers	   -  	   9	   0		-1	-1	-1	-1	
salvation	   7	   9	   0	   0	 558	-1	 408	-1	
salves	   -  	   6	   5		-1	-1	-1	-1	
samsara	   -  	   7	   0		-1	-1	-1	-1	
samurai	   6	   7	   0	   0	-1	-1	-1	-1	
samurais	   -  	   8	   0		-1	-1	-1	-1	
sanctity	   8	   8	   0	   0	-1	-1	 330	-1	
sandwiches	   8	  10	   1	   0	-1	-1	-1	-1	
sanhedrin	   -  	   9	   0		-1	-1	-1	-1	
sanity	   6	   6	   1	   1	-1	-1	-1	-1	
sapiens	   -  	   7	   0		-1	-1	-1	-1	
saracens	   -  	   8	   0		-1	-1	-1	-1	
sarcasm	   7	   7	   0	   0	-1	-1	-1	-1	
satellite	   7	   9	   0	   1	-1	-1	-1	-1	
sates	   -  	   5	  14		-1	-1	-1	-1	
satire	   6	   6	   0	   1	-1	-1	 370	-1	
satirist	   -  	   8	   0		-1	-1	-1	-1	
satirists	   -  	   9	   0		-1	-1	-1	-1	
sauce	   3	   5	   1	   9	 258	-1	 569	-1	
sauerkraut	   7	  10	   0	   0	-1	-1	 585	-1	
sausages	   7	   8	   0	   0	-1	-1	-1	-1	
savannas	   -  	   8	   0		-1	-1	-1	-1	
saxophone	   8	   9	   0	   0	 519	-1	 602	-1	
saxophones	   -  	  10	   0		-1	-1	-1	-1	
scabs	   5	   5	   4	   5	-1	-1	-1	-1	
scads	   -  	   5	   2		-1	-1	-1	-1	
scags	   -  	   5	   5		-1	-1	-1	-1	
scalps	   6	   6	   1	   1	-1	-1	-1	-1	
scandia	   -  	   7	   0		-1	-1	-1	-1	
scarcity	   7	   8	   0	   0	-1	-1	-1	-1	
scarf	   4	   5	   3	   7	 269	-1	 610	-1	
scarfs	   -  	   6	   1		-1	-1	-1	-1	
scarves	   5	   7	   0	   3	-1	-1	-1	-1	
scavenger	   9	   9	   1	   1	-1	-1	 501	-1	
scavengers	   9	  10	   0	   1	-1	-1	-1	-1	
scene	   3	   5	   2	  14	 425	-1	 432	-1	
sceneries	   -  	   9	   0		-1	-1	-1	-1	
scenery	   6	   7	   0	   1	-1	-1	-1	-1	
scenes	   4	   6	   2	  11	-1	-1	-1	-1	
scheduler	   -  	   9	   2		-1	-1	-1	-1	
schematics	   -  	  10	   0		-1	-1	-1	-1	
schlock	   -  	   7	   0		-1	-1	-1	-1	
schmaltz	   -  	   8	   0		-1	-1	-1	-1	
schnapps	   5	   8	   0	   2	-1	-1	-1	-1	
schnooks	   -  	   8	   0		-1	-1	-1	-1	
schtick	   -  	   7	   0		-1	-1	-1	-1	
sciences	   7	   8	   0	   1	-1	-1	-1	-1	
scientists	   9	  10	   0	   1	-1	-1	-1	-1	
scintilla	   -  	   9	   0		-1	-1	-1	-1	
sclerosis	   9	   9	   0	   0	-1	-1	-1	-1	
sconce	   -  	   6	   0		-1	-1	-1	-1	
scones	   5	   6	   3	   6	-1	-1	-1	-1	
scope	   4	   5	   3	   5	 570	-1	 191	-1	
scopes	   -  	   6	   3		-1	-1	-1	-1	
scorn	   4	   5	   4	  14	 471	-1	 364	-1	
scorns	   5	   6	   2	   7	-1	-1	-1	-1	
scorpion	   7	   8	   0	   1	-1	-1	-1	-1	
scourge	   4	   7	   0	   4	-1	-1	-1	-1	
scraps	   6	   6	   2	   4	-1	-1	-1	-1	
scribe	   5	   6	   0	   3	-1	-1	-1	-1	
scribes	   6	   7	   1	   3	-1	-1	-1	-1	
scrip	   -  	   5	   2		-1	-1	-1	-1	
scrutiny	   8	   8	   0	   0	-1	-1	-1	-1	
scythe	   3	   6	   0	  10	-1	-1	-1	-1	
seafarer	   -  	   8	   0		-1	-1	-1	-1	
seafarers	   -  	   9	   0		-1	-1	-1	-1	
seam	   3	   4	   9	  14	-1	-1	 555	-1	
seas	   3	   4	   9	  24	-1	-1	-1	-1	
seasonings	   -  	  10	   0		-1	-1	-1	-1	
seawater	   7	   8	   0	   0	-1	-1	-1	-1	
secession	   6	   9	   1	   1	-1	-1	-1	-1	
seclusion	   7	   9	   0	   0	-1	-1	-1	-1	
secrecy	   7	   7	   0	   0	-1	-1	-1	-1	
secretion	   7	   9	   0	   1	-1	-1	-1	-1	
secretions	   8	  10	   0	   1	-1	-1	-1	-1	
sect	   4	   4	   4	  13	-1	 611	-1	 250	
sedation	   6	   8	   1	   1	-1	-1	-1	-1	
sediment	   8	   8	   1	   1	-1	-1	-1	-1	
sediments	   -  	   9	   1		-1	-1	-1	-1	
sedition	   6	   8	   1	   2	-1	-1	-1	-1	
seducer	   8	   7	   2	   0	-1	-1	-1	-1	
seduction	   7	   9	   2	   3	 628	-1	 521	-1	
seer	   4	   4	  12	   8	 611	-1	 309	-1	
seers	   4	   5	   8	   7	-1	-1	-1	-1	
seis	   -  	   4	   5		-1	-1	-1	-1	
selection	   7	   9	   0	   2	 439	-1	 311	-1	
selections	   8	  10	   0	   2	-1	-1	-1	-1	
selenite	   -  	   8	   0		-1	-1	-1	-1	
selfs	   -  	   5	   2		-1	-1	-1	-1	
selves	   5	   6	   2	   5	-1	-1	-1	-1	
semantics	   9	   9	   0	   1	-1	-1	-1	-1	
semesters	   -  	   9	   0		-1	-1	-1	-1	
seminar	   7	   7	   1	   1	-1	-1	-1	-1	
seminars	   7	   8	   1	   1	-1	-1	-1	-1	
senators	   7	   8	   0	   1	-1	-1	-1	-1	
sensation	   7	   9	   0	   2	-1	-1	 394	-1	
sensations	   8	  10	   0	   1	-1	-1	-1	-1	
sentiment	   9	   9	   0	   1	 514	-1	 365	-1	
sentiments	  10	  10	   0	   1	-1	-1	-1	-1	
sentinel	   7	   8	   0	   1	-1	-1	-1	-1	
sepia	   5	   5	   0	   0	-1	 579	-1	 374	
sequences	   9	   9	   0	   0	-1	-1	-1	-1	
sequester	   -  	   9	   0		-1	-1	-1	-1	
sequitur	   -  	   8	   0		-1	-1	-1	-1	
sequiturs	   -  	   9	   0		-1	-1	-1	-1	
sequoias	   -  	   8	   0		-1	-1	-1	-1	
seraphim	   -  	   8	   0		-1	-1	-1	-1	
serbians	   -  	   8	   0		-1	-1	-1	-1	
sereno	   -  	   6	   1		-1	-1	-1	-1	
seres	   -  	   5	   3		-1	-1	-1	-1	
serf	   3	   4	   2	   6	-1	-1	-1	-1	
serfs	   4	   5	   0	   3	-1	-1	-1	-1	
serials	   6	   7	   1	   2	-1	-1	-1	-1	
serv	   -  	   4	   1		-1	-1	-1	-1	
serviceman	   -  	  10	   1		-1	-1	-1	-1	
servicemen	   8	  10	   0	   0	-1	-1	-1	-1	
services	   7	   8	   1	   2	-1	-1	-1	-1	
servitude	   8	   9	   0	   1	-1	-1	-1	-1	
settlement	   8	  10	   0	   0	 478	-1	 457	-1	
settler	   6	   7	   2	   3	-1	-1	 528	-1	
sewerage	   5	   8	   0	   0	-1	-1	-1	-1	
sexiness	   8	   8	   0	   0	-1	-1	-1	-1	
sexism	   8	   6	   1	   0	-1	-1	-1	-1	
sextuplet	   -  	   9	   0		-1	-1	-1	-1	
sextuplets	   -  	  10	   0		-1	-1	-1	-1	
shacks	   4	   6	   8	  15	-1	-1	-1	-1	
shadowland	   -  	  10	   0		-1	-1	-1	-1	
shafts	   5	   6	   1	   3	-1	-1	-1	-1	
shale	   3	   5	  11	  26	-1	-1	-1	-1	
shamanism	   -  	   9	   0		-1	-1	-1	-1	
shank	   4	   5	   5	  12	-1	-1	-1	-1	
shant	   -  	   5	   6		-1	-1	-1	-1	
shantytown	   -  	  10	   0		-1	-1	-1	-1	
shap	   -  	   4	  10		-1	-1	-1	-1	
shard	   -  	   5	   5		-1	-1	-1	-1	
shards	   4	   6	   2	   5	-1	-1	-1	-1	
sharia	   -  	   6	   0		-1	-1	-1	-1	
sharks	   4	   6	   5	   8	-1	-1	-1	-1	
shawl	   3	   5	   1	  18	 331	-1	 576	-1	
shawls	   4	   6	   0	   8	-1	-1	-1	-1	
sheaf	   3	   5	   2	   8	-1	-1	-1	-1	
shears	   3	   6	   3	  21	-1	-1	-1	-1	
sheath	   3	   6	   0	   5	-1	-1	-1	-1	
sheaves	   4	   7	   1	   6	-1	-1	-1	-1	
sheens	   -  	   6	   1		-1	-1	-1	-1	
sheep	   3	   5	   6	  11	 199	 208	 641	-1	
sheet	   3	   5	   5	  13	 251	-1	 594	-1	
sheik	   -  	   5	   0		-1	-1	-1	-1	
sheikh	   3	   6	   0	  20	-1	-1	-1	-1	
sheiks	   -  	   6	   1		-1	-1	-1	-1	
shelf	   4	   5	   2	   7	 282	-1	 571	-1	
shells	   4	   6	   3	  15	-1	-1	-1	-1	
shire	   4	   5	   5	  11	-1	-1	-1	-1	
shires	   4	   6	   5	   9	-1	-1	-1	-1	
shirt	   3	   5	   4	  11	 269	-1	 612	-1	
shirts	   4	   6	   4	   8	-1	-1	-1	-1	
shive	   -  	   5	   4		-1	-1	-1	-1	
shoals	   4	   6	   0	  14	-1	-1	-1	-1	
shoemakers	   7	  10	   0	   1	-1	-1	-1	-1	
shopkeeper	   8	  10	   0	   0	-1	 329	-1	 595	
shoplifter	   -  	  10	   0		-1	-1	-1	-1	
shortages	   7	   9	   0	   0	-1	-1	-1	-1	
shorts	   4	   6	   7	  13	-1	-1	-1	-1	
shots	   4	   5	   7	  17	-1	-1	-1	-1	
showcases	   7	   9	   0	   0	-1	-1	-1	-1	
showcasing	   -  	  10	   0		-1	-1	-1	-1	
shrift	   5	   6	   1	   4	-1	-1	-1	-1	
shrimp	   5	   6	   0	   2	-1	-1	 618	-1	
shrine	   4	   6	   1	   2	-1	-1	-1	-1	
shrines	   5	   7	   1	   2	-1	-1	-1	-1	
shrub	   4	   5	   2	   4	 383	-1	 556	-1	
shrubbery	   7	   9	   0	   1	-1	-1	-1	-1	
shrubs	   5	   6	   2	   4	-1	-1	-1	-1	
shuffler	   -  	   8	   1		-1	-1	-1	-1	
shuttering	   -  	  10	   3		-1	-1	-1	-1	
siege	   3	   5	   2	  10	 503	-1	 445	-1	
sienna	   -  	   6	   0		-1	-1	-1	-1	
signature	   8	   9	   0	   1	-1	-1	-1	-1	
signatures	   8	  10	   0	   1	-1	-1	-1	-1	
signori	   -  	   7	   1		-1	-1	-1	-1	
sikhs	   -  	   5	   1		-1	-1	-1	-1	
silicone	   7	   8	   0	   1	-1	-1	-1	-1	
silks	   5	   5	   6	   5	-1	-1	-1	-1	
silliness	   7	   9	   0	   1	-1	 381	-1	 342	
sines	   -  	   5	  17		-1	-1	-1	-1	
sinuses	   7	   7	   0	   0	-1	-1	-1	-1	
sires	   -  	   5	  11		-1	-1	-1	-1	
sisterhood	   8	  10	   0	   0	-1	-1	-1	-1	
skein	   4	   5	   1	  13	-1	-1	-1	-1	
skeins	   5	   6	   1	   7	-1	-1	-1	-1	
skeletons	   8	   9	   0	   1	-1	-1	-1	-1	
skier	   5	   5	   2	   4	-1	-1	-1	-1	
skies	   4	   5	   7	   9	-1	-1	-1	-1	
skill	   4	   5	   4	  15	 365	 463	 305	 336	
skills	   5	   6	   3	  11	-1	-1	-1	-1	
skirmishes	   8	  10	   0	   0	-1	-1	-1	-1	
skits	   -  	   5	   8		-1	-1	-1	-1	
skulls	   5	   6	   2	   4	-1	-1	-1	-1	
skunks	   -  	   6	   0		-1	-1	-1	-1	
skyrockets	   -  	  10	   0		-1	-1	-1	-1	
skywriter	   -  	   9	   0		-1	-1	-1	-1	
slab	   4	   4	   8	  12	 449	-1	 455	-1	
slabs	   5	   5	   7	   6	-1	-1	-1	-1	
slacks	   5	   6	   5	  12	-1	-1	-1	-1	
slang	   4	   5	   4	  10	 464	-1	 411	-1	
slats	   5	   5	   9	   9	-1	-1	-1	-1	
slavery	   7	   7	   1	   1	-1	 460	 517	-1	
slavs	   -  	   5	   5		-1	-1	-1	-1	
sleepiness	   8	  10	   0	   1	-1	-1	-1	-1	
sleepovers	   -  	  10	   0		-1	-1	-1	-1	
sleeve	   4	   6	   0	   7	 272	-1	 550	-1	
sleeves	   5	   7	   0	   3	-1	-1	-1	-1	
sleight	   -  	   7	   0		-1	-1	-1	-1	
sleuths	   -  	   7	   0		-1	-1	-1	-1	
slicks	   -  	   6	   5		-1	-1	-1	-1	
slobs	   5	   5	   7	   7	-1	-1	-1	-1	
sloop	   4	   5	   3	  14	-1	-1	-1	-1	
sloppiness	   8	  10	   0	   1	-1	-1	-1	-1	
sloth	   4	   5	   3	   7	-1	 577	-1	 300	
sluice	   4	   6	   0	   6	-1	-1	-1	-1	
slut	   4	   4	   8	  13	-1	-1	-1	-1	
sluts	   -  	   5	   8		-1	-1	-1	-1	
smattering	   8	  10	   3	   2	-1	-1	-1	-1	
smit	   -  	   4	   7		-1	-1	-1	-1	
smock	   4	   5	   3	   8	-1	-1	-1	-1	
snails	   5	   6	   1	   6	-1	-1	-1	-1	
snapdragon	   -  	  10	   0		-1	-1	-1	-1	
snares	   4	   6	   8	  11	-1	-1	-1	-1	
snee	   -  	   4	   1		-1	-1	-1	-1	
snobbery	   7	   8	   0	   0	-1	-1	-1	-1	
sobriquet	   -  	   9	   0		-1	-1	-1	-1	
socialists	   9	  10	   0	   1	-1	-1	-1	-1	
socialites	   -  	  10	   0		-1	-1	-1	-1	
sodium	   5	   6	   1	   1	-1	-1	 423	-1	
softener	   6	   8	   1	   1	-1	-1	-1	-1	
sojourner	   -  	   9	   0		-1	-1	-1	-1	
soles	   4	   5	   9	  17	-1	-1	-1	-1	
soloist	   7	   7	   0	   1	-1	-1	-1	-1	
soloists	   8	   8	   0	   1	-1	-1	-1	-1	
solution	   6	   8	   0	   2	 506	-1	 391	-1	
solutions	   7	   9	   0	   1	-1	-1	-1	-1	
solvency	   8	   8	   0	   0	-1	-1	-1	-1	
sonatas	   7	   7	   0	   1	-1	-1	-1	-1	
songs	   4	   5	   4	   8	-1	-1	-1	-1	
sons	   4	   4	  11	  14	-1	-1	-1	-1	
soot	   3	   4	  16	   8	-1	-1	 531	-1	
soothsayer	   -  	  10	   0		-1	-1	-1	-1	
sopranos	   -  	   8	   0		-1	-1	-1	-1	
sorcerers	   7	   9	   1	   1	-1	-1	-1	-1	
sorcery	   6	   7	   0	   1	-1	-1	-1	-1	
sores	   3	   5	   6	  32	-1	-1	-1	-1	
sos	   -  	   3	  12		-1	-1	-1	-1	
soss	   -  	   4	   8		-1	-1	-1	-1	
sot	   -  	   3	  21		-1	-1	-1	-1	
souk	   -  	   4	   5		-1	-1	-1	-1	
souls	   4	   5	   1	  17	-1	-1	-1	-1	
soup	   3	   4	   4	  20	 260	 232	 608	-1	
soups	   -  	   5	   3		-1	-1	-1	-1	
sousaphone	   -  	  10	   0		-1	-1	-1	-1	
southerner	   7	  10	   0	   0	-1	-1	-1	-1	
souvenir	   7	   8	   0	   1	-1	-1	-1	-1	
souvenirs	   7	   9	   0	   1	-1	-1	-1	-1	
soviets	   7	   7	   0	   1	-1	-1	-1	-1	
sox	   -  	   3	  14		-1	-1	-1	-1	
spa	   3	   3	   2	   5	-1	-1	-1	-1	
spades	   5	   6	   3	   4	-1	-1	-1	-1	
spaghetti	   7	   9	   0	   0	-1	-1	-1	-1	
spam	   -  	   4	   7		-1	-1	-1	-1	
spas	   -  	   4	   4		-1	-1	-1	-1	
spate	   4	   5	   9	  15	-1	-1	-1	-1	
spats	   5	   5	   6	   9	-1	-1	-1	-1	
spatulas	   -  	   8	   0		-1	-1	-1	-1	
specialty	   7	   9	   1	   0	-1	-1	-1	-1	
specifics	   9	   9	   1	   1	-1	-1	-1	-1	
specimen	   8	   8	   0	   1	-1	-1	 417	-1	
specimens	   9	   9	   0	   1	-1	-1	-1	-1	
specks	   5	   6	   1	   9	-1	-1	-1	-1	
spectacle	   8	   9	   0	   2	-1	-1	-1	-1	
spectacles	   9	  10	   1	   2	-1	-1	-1	-1	
spectator	   9	   9	   0	   1	-1	-1	-1	-1	
spectators	   9	  10	   0	   1	-1	-1	-1	-1	
speech	   4	   6	   0	   3	 369	-1	 447	-1	
sperm	   4	   5	   0	   4	 597	-1	 548	-1	
sperms	   -  	   6	   0		-1	-1	-1	-1	
sphere	   4	   6	   0	   6	 442	-1	 553	-1	
spheres	   4	   7	   0	   7	-1	-1	-1	-1	
sphinx	   6	   6	   0	   2	-1	-1	-1	-1	
spiel	   4	   5	   3	   2	-1	-1	-1	-1	
spillover	   -  	   9	   0		-1	-1	-1	-1	
spine	   4	   5	   9	  17	 423	-1	 543	-1	
spines	   5	   6	   4	   8	-1	-1	-1	-1	
spire	   5	   5	   7	   4	 438	-1	 483	-1	
spleen	   5	   6	   0	   0	-1	-1	-1	-1	
splints	   7	   7	   1	   3	-1	-1	-1	-1	
spore	   4	   5	   9	  13	-1	-1	-1	-1	
spouse	   4	   6	   0	   7	-1	-1	-1	-1	
sprees	   -  	   6	   1		-1	-1	-1	-1	
sprite	   5	   6	   0	   5	-1	-1	-1	-1	
spurge	   -  	   6	   0		-1	-1	-1	-1	
spurs	   4	   5	   3	  11	-1	-1	-1	-1	
squad	   5	   5	   3	   5	 438	-1	 432	-1	
squads	   6	   6	   3	   2	-1	-1	-1	-1	
squalls	   6	   7	   0	   3	-1	-1	-1	-1	
stabler	   7	   7	   1	   0	-1	-1	-1	-1	
staccato	   7	   8	   0	   0	-1	-1	-1	-1	
stadium	   7	   7	   0	   1	-1	-1	 586	-1	
stadiums	   8	   8	   0	   1	-1	-1	-1	-1	
stagnation	   8	  10	   0	   0	-1	-1	-1	-1	
staircases	   8	  10	   0	   0	-1	-1	-1	-1	
stamina	   7	   7	   0	   0	-1	-1	-1	-1	
stance	   5	   6	   1	   2	 574	-1	 154	-1	
staph	   -  	   5	   1		-1	-1	-1	-1	
stapler	   -  	   7	   3		-1	-1	-1	-1	
staplers	   -  	   8	   0		-1	-1	-1	-1	
stargazer	   -  	   9	   0		-1	-1	-1	-1	
stargazers	   -  	  10	   0		-1	-1	-1	-1	
starvation	   7	  10	   0	   0	-1	-1	-1	-1	
statism	   -  	   7	   0		-1	-1	-1	-1	
statistic	   9	   9	   0	   1	-1	-1	-1	-1	
statistics	  10	  10	   0	   1	-1	-1	-1	-1	
statuette	   -  	   9	   0		-1	-1	-1	-1	
stead	   4	   5	   4	  17	-1	-1	-1	-1	
steadiness	   8	  10	   0	   0	-1	 465	-1	 336	
steaks	   5	   6	   2	  11	-1	-1	-1	-1	
stealth	   5	   7	   0	   0	-1	-1	-1	-1	
stench	   5	   6	   0	   1	-1	-1	-1	-1	
stepfather	   9	  10	   0	   0	-1	-1	-1	-1	
stepmother	   9	  10	   0	   0	-1	 465	-1	 438	
steppes	   5	   7	   1	   5	-1	-1	-1	-1	
stereo	   6	   6	   0	   1	-1	-1	-1	-1	
stereos	   7	   7	   0	   1	-1	-1	-1	-1	
stevedore	   -  	   9	   0		-1	-1	-1	-1	
stews	   5	   5	   2	   2	-1	-1	-1	-1	
stiffener	   -  	   9	   1		-1	-1	-1	-1	
stiffs	   -  	   6	   3		-1	-1	-1	-1	
stigmata	   8	   8	   0	   0	-1	-1	-1	-1	
stiletto	   7	   8	   0	   0	-1	-1	-1	-1	
stilettos	   -  	   9	   0		-1	-1	-1	-1	
stilt	   -  	   5	   4		-1	-1	-1	-1	
stilts	   6	   6	   3	   2	-1	-1	-1	-1	
stimulants	  11	  10	   0	   1	-1	-1	-1	-1	
stimuli	   8	   7	   0	   0	-1	-1	-1	-1	
stimulus	   9	   8	   0	   0	-1	-1	-1	-1	
stinginess	   9	  10	   0	   0	-1	-1	-1	-1	
stints	   6	   6	   5	   4	-1	-1	-1	-1	
stones	   5	   6	   5	   6	-1	-1	-1	-1	
stool	   4	   5	   3	  12	 203	-1	 584	-1	
stools	   5	   6	   2	   8	-1	-1	-1	-1	
stopover	   8	   8	   0	   0	-1	-1	-1	-1	
stopovers	   -  	   9	   0		-1	-1	-1	-1	
stoppages	   8	   9	   0	   0	-1	-1	-1	-1	
stores	   4	   6	  12	  19	-1	-1	-1	-1	
storminess	   -  	  10	   0		-1	-1	-1	-1	
storyboard	   -  	  10	   0		-1	-1	-1	-1	
storybook	   8	   9	   0	   0	-1	-1	-1	-1	
storybooks	   -  	  10	   0		-1	-1	-1	-1	
storyline	   -  	   9	   0		-1	-1	-1	-1	
stoup	   -  	   5	   4		-1	-1	-1	-1	
stoves	   5	   6	   5	   3	-1	-1	-1	-1	
stowaways	   7	   9	   0	   1	-1	-1	-1	-1	
straights	   6	   9	   0	   6	-1	-1	-1	-1	
strait	   5	   6	   1	   8	-1	-1	-1	-1	
